SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR
2376,Fantasy Pharmaceuticals (Unani),Fanta-Z,Capsule,Qurs Muqavvi Khas,U-79-A-013
2377,Fantasy Pharmaceuticals (Unani),Fairlina,Capsule,Habb-e Jawaher,U-79-A-014
2378,Fantasy Pharmaceuticals (Unani),Faircal,Capsule,Qurs Salajeet,U-79-A-015
2379,Fantasy Pharmaceuticals (Unani),Fan-Nishat,Capsule,Habb-e Nishat,U-79-A-016
2380,Fantasy Pharmaceuticals (Unani),Fan-Munish,Tablet,Habb-e Mumsik,U-79-A-017
2381,Fantasy Pharmaceuticals (Unani),Fentram,Tablet,Qurs Garlitab,U-79-A-018
2382,Fantasy Pharmaceuticals (Unani),Fen-Aple,Liquid,Sharbat Seb,U-79-A-019
2383,Fantasy Pharmaceuticals (Unani),Hazmoc,Liquid,Sharbat Tiflin,U-79-A-020
2384,Fantasy Pharmaceuticals (Unani),Fansafi,Liquid,Sharbat Musaffi,U-79-A-021
2385,Fantasy Pharmaceuticals (Unani),Ladylike,Liquid,Sharbat Niswan,U-79-A-022
2386,Fantasy Pharmaceuticals (Unani),Diasto,Tablet,Qurs Ziabit,U-79-A-023
2387,Fantasy Pharmaceuticals (Unani),Fenso,Tablet,Qurs Hazmina,U-79-A-024
2388,Fantasy Pharmaceuticals (Unani),Fenlac,Capsule,Habb-e Azaraqi,U-79-A-025
2389,Fastlab (Unani),Sharbat Sadar,Liquid,Sharbat Sadar,U-23-A-009
2390,Fastlab (Unani),Sharbat Jinsin,Liquid,Sharbat Jinsin,U-23-A-010
2391,Fastlab (Unani),Sharbat Buzuri,Liquid,Sharbat Buzuri,U-23-A-011
2392,Fastlab (Unani),Sharbat Misali,Liquid,Sharbat Misali,U-23-A-012
2393,Fastlab (Unani),Sharbat Sailan,Liquid,Sharbat Sailan,U-23-A-013
2394,Fastlab (Unani),Qurs Ziabit,Liquid,Qurs Ziabit,U-23-A-014
2395,Fastlab (Unani),Qurs Muqavvi Khas,Tablet,Qurs Muqavvi Khas,U-23-A-015
2396,Fastlab (Unani),Kushta Sadaf,Tablet,Kushta Sadaf,U-23-A-016
2397,Fastlab (Unani),Habbe Suranjan,Tablet,Habb-e Suranjan,U-23-A-017
2398,Fastlab (Unani),Habbe Jiryan,Tablet,Habb-e Jiryan,U-23-A-018
2399,Fastlab (Unani),Qurs Pechish,Tablet,Qurs Pechish,U-23-A-019
2400,Fastlab (Unani),Habbe Nishat,Tablet,Habb-e Nishat,U-23-A-020
2401,Fastlab (Unani),Habbe Mumsik,Tablet,Habb-e Mumsik,U-23-A-021
2402,Fayajee Dawakhana (Unani),Jowarish Jalinoos,Semi-Solid,Jowarish Jalinoos,U-002-A-001
2403,Fayajee Dawakhana (Unani),Jawaris Kumuni,Semi-Solid,Jowarish Kamuni,U-002-A-002
2404,Fayajee Dawakhana (Unani),Jawaris Amla,Semi-Solid,Jowarish Amla,U-002-A-003
2405,Fayajee Dawakhana (Unani),Habbe Azaraki,Tablet,Habb-e Azaraqi,U-002-A-004
2406,Fayajee Dawakhana (Unani),Habbe Kobad Naushaduri,Tablet,Habb-e Kabid Naushadri,U-002-A-005
2407,Fayajee Dawakhana (Unani),Atrifal Zamani,Semi-Solid,Etrifal Zamani,U-002-A-006
2408,Fayajee Dawakhana (Unani),Habbe Suzak,Tablet,Habb-e Suzak,U-002-A-007
2409,Fayajee Dawakhana (Unani),Sarbat Musaffi,Liquid,Sharbat Musaffi,U-002-A-008
2410,Fayajee Dawakhana (Unani),Sarbat Sandal,Liquid,Sharbat Sandal,U-002-A-010
2411,Fendrugs Laboratories (Uanni),Habbe Kabed Nawshadari,Tablet,Habb-e Kabid Naushadri,U-043-A-001
2412,Fendrugs Laboratories (Uanni),Jowarish Jalinoos,Semi-Solid,Jowarish Jalinoos,U-034-A-002
2413,Fendrugs Laboratories (Uanni),Arade Khurma,Semi-Solid,Majoon Arad-e Khurma,U-034-A-003
2414,Fendrugs Laboratories (Uanni),Sharbat Faulad,Liquid,Sharbat Faulad,U-034-A-004
2415,Fendrugs Laboratories (Uanni),Kafliq,Liquid,Sharbat Sadar,U-034-A-005
2416,Fendrugs Laboratories (Uanni),Habbe Shefa Tablet,Tablet,Habb-e Shefa,U-034-A-006
2417,Fendrugs Laboratories (Uanni),Sharbat Tulsi,Liquid,Sharbat Tulsi,U-034-A-007
2418,Fendrugs Laboratories (Uanni),Multicure,Liquid,Arq Ajeeb,U-034-A-008
2419,Fendrugs Laboratories (Uanni),Hazfen,Liquid,Arq Hazim,U-034-A-009
2420,Fendrugs Laboratories (Uanni),Faulad Saiyal,Liquid,Faulad Saiyal,U-034-A-010
2421,Fendrugs Laboratories (Uanni),Habbe Jiryan,Tablet,Habb-e Jiryan,U-034-A-011
2422,Fendrugs Laboratories (Uanni),Arq Bariyan,Liquid,Arq Badiyan,U-034-A-012
2423,Fendrugs Laboratories (Uanni),Majoon Azaraqi,Semi-Solid,Majoon Azaraqi,U-034-A-013
2424,Fendrugs Laboratories (Uanni),Apitize,Liquid,Arq Zeera,U-034-A-014
2425,Fendrugs Laboratories (Uanni),Sharbat Kurchi,Liquid,Sharbat Kurchi,U-034-A-016
2426,Fendrugs Laboratories (Uanni),Sufoof Gonorin,Powder,Sufoof Gonorin,U-034-A-017
2427,Fendrugs Laboratories (Uanni),Podafen,Liquid,Arq Ushba,U-034-A-018
2428,Fendrugs Laboratories (Uanni),Khunsafa,Liquid,Sharbat Musaffi,U-034-A-019
2429,Fendrugs Laboratories (Uanni),D-Sault,Powder,Nimak Solaimani,U-034-A-020
2430,Fendrugs Laboratories (Uanni),Khamira Gawzaban,Semi-Solid,Khamira Gawzaban,U-034-A-021
2431,Fendrugs Laboratories (Uanni),Majoon Suparipak,Semi-Solid,Majoon Suparipak,U-034-A-022
2432,Fendrugs Laboratories (Uanni),Arq Ajwain,Liquid,Arq Ajwain,U-034-A-023
2433,Fendrugs Laboratories (Uanni),Habbe Musaffi,Tablet,Habb-e Musaffi,U-034-A-024
2434,Fendrugs Laboratories (Uanni),Riafen,Tablet,Habb-e Tinkar,U-034-A-025
2435,Fendrugs Laboratories (Uanni),Rowghan Kamila,Liquid,Rowghan Kamila,U-034-A-026
2436,Fendrugs Laboratories (Uanni),Senalex,Liquid,Sharbat Sana,U-034-A-027
2437,Fendrugs Laboratories (Uanni),Etrifal Kashinizi,Semi-Solid,Etrifal Kashnizi,U-034-A-028
2438,Fendrugs Laboratories (Uanni),Arq Shahtara,Liquid,Arq Shahtara,U-034-A-030
2439,Fendrugs Laboratories (Uanni),Habbe Jalinoos,Tablet,Habb-e Jalinoos,U-034-A-031
2440,Fendrugs Laboratories (Uanni),Gitafen,Tablet,Habb-e Suranjan,U-034-A-032
2441,Fendrugs Laboratories (Uanni),Qurs Pechish,Tablet,Qurs Pechish,U-034-A-033
2442,Fendrugs Laboratories (Uanni),Kuchitab,Tablet,Habb-e Azaraqi,U-034-A-035
2443,Fendrugs Laboratories (Uanni),Sufoof Pechish,Powder,Sufoof Pechish,U-034-A-036
2444,Fendrugs Laboratories (Uanni),Majoon Falasafa,Semi-Solid,Majoon Falasefa,U-034-A-037
2445,Fendrugs Laboratories (Uanni),Jowarish Kamuni,Semi-Solid,Jowarish Kamuni,U-034-A-038
2446,Fendrugs Laboratories (Uanni),Habbe Mudir,Tablet,Habb-e Mudir,U-034-A-039
2447,Fendrugs Laboratories (Uanni),Lubub Kabir,Semi-Solid,Lubub Kabir,U-034-A-040
2448,Fendrugs Laboratories (Uanni),Habbe Nishat,Tablet,Habb-e Nishat,U-034-A-041
2449,Fendrugs Laboratories (Uanni),Habbe Ambar Momiyaee,Tablet,Habb-e Ambar Momiyaee,U-034-A-042
2450,Fendrugs Laboratories (Uanni),Tila Jadeed,Liquid,Tila Jadeed,U-034-A-047
2451,Fendrugs Laboratories (Uanni),Semencon,Liquid,Sharbat Jiryani,U-034-A-048
2452,Fendrugs Laboratories (Uanni),Arq Mundi,Liquid,Arq Mundi,U-034-A-050
2453,Fendrugs Laboratories (Uanni),Habbe Sual,Tablet,Habb-e Sual,U-034-A-051
2454,Fendrugs Laboratories (Uanni),Qurs Sailan,Tablet,Qurs Sailan,U-034-A-055
2455,Fendrugs Laboratories (Uanni),Sharbat Tiflin,Liquid,Sharbat Tiflin,U-034-A-056
2456,Fendrugs Laboratories (Uanni),Dizuri,Liquid,Sharbat Buzuri,U-034-A-057
2457,Fendrugs Laboratories (Uanni),Qurs Kharuba,Tablet,Qurs Kahruba,U-034-A-058
2458,Fendrugs Laboratories (Uanni),levazon,Liquid,Sharbat Chylosin,U-043-A-059
2459,Fendrugs Laboratories (Uanni),Auramin,Liquid,Arq Muhallil,U-034-A-060
2460,Fendrugs Laboratories (Uanni),Sharbat Nelofar,Liquid,Sharbat Neelofar,U-034-A-062
2461,Fendrugs Laboratories (Uanni),Arq Lahsun,Liquid,Arq Lahsun,U-034-A-062
2462,Fendrugs Laboratories (Uanni),Fulton,Liquid,Sharbat Jinsin,U-034-A-063
2463,Fendrugs Laboratories (Uanni),Sufoof Jiryan,Powder,Sufoof Jiryan,U-34-A-076
2464,Fendrugs Laboratories (Uanni),mAJOON mUGHALLIZ,Powder,Majoon Mughalliz,U-34-A-077
2465,Fendrugs Laboratories (Uanni),qURS mUHAZZIL,Tablet,Qurs Muhazzil,U-34-A-078
2466,Fendrugs Laboratories (Uanni),hABB-E hAYAEEN mURAKAB,Capsule,Habb-e Hayaeen Murakkab,U-34-A-079
2467,Fendrugs Laboratories (Uanni),Majoon Masana,Semi-Solid,Majoon Masana,U-34-80-
2468,Fendrugs Laboratories (Uanni),Majoon Sohagsoonth,Semi-Solid,Majoon Sohagsoonth,U-34-A-081
2469,Fendrugs Laboratories (Uanni),Marham Mudammil,Ointment,Marham Mudammil,U-34-A-082
2470,Fendrugs Laboratories (Uanni),Marham Jadeed,Ointment,Marham Jadeed,U-34-A-083
2471,Fendrugs Laboratories (Uanni),Qurs Ehtelam,Capsule,Qurs Ehtelam,U-34-A-084
2472,Fendrugs Laboratories (Uanni),Qurs Ziabit,Tablet,Qurs Ziabit,U-34-A-085
2473,Fendrugs Laboratories (Uanni),Qurs Mulayin,Tablet,Qurs Mulayin,U-34-A-086
2474,Fendrugs Laboratories (Uanni),Majoon Lana,Semi-Solid,Majoon Lana,U-34-A-087
2475,Fendrugs Laboratories (Uanni),Habb-e-Asgand,Tablet,Habb-e Asgand,U-34-A-088
2476,Fendrugs Laboratories (Uanni),Majoon Kundur,Semi-Solid,Majoon Kundur,U-34-A-089
2477,Fendrugs Laboratories (Uanni),Habb-e Hamal,Tablet,Habb-e Hamal,U-34-A-090
2478,Fendrugs Laboratories (Uanni),Majoon Choobchini,Semi-Solid,Majoon Choobchini,U-34-S-091
2479,Fendrugs Laboratories (Uanni),Etrifal Muqil,Semi-Solid,Etrifal Muqil,U-34-A-092
2480,Fendrugs Laboratories (Uanni),Jowarish Zarooni,Semi-Solid,Jowarish Zarooni,U-34-A-093
2481,Fendrugs Laboratories (Uanni),Etrifal Ustukhudus,Semi-Solid,Etrifal Ustukhudus,U-34-A-094
2482,Fendrugs Laboratories (Uanni),Rowghan Zeenat,Liquid,Rowghan Zeenat,U-34-A-095
2483,Fendrugs Laboratories (Uanni),Rowghan Kashneez,Liquid,Rowghan Kashneez,U-34-A-096
2484,Fendrugs Laboratories (Uanni),Majoon Suranjan,Semi-Solid,Majoon Suranjan,U-34-A-097
2485,Fendrugs Laboratories (Uanni),Majoon Moochras,Semi-Solid,Majoon Moochras,U-34-A-098
2486,Fresh Laboratories Ltd. (Unani),Arq Pudina,Liquid,Arq Poodina,U-032-A-001
2487,Fresh Laboratories Ltd. (Unani),Sharbat Falad,Liquid,Sharbat Faulad,U-032-A-002
2488,Fresh Laboratories Ltd. (Unani),Sarbat Sadar,Liquid,Sharbat Sadar,U-032-A-003
2489,Fresh Laboratories Ltd. (Unani),Sarbat Bujuri,Liquid,Sharbat Buzuri,U-032-A-004
2490,Fresh Laboratories Ltd. (Unani),Sarbat Dinar,Liquid,Sharbat Deenar,U-032-A-005
2491,Fresh Laboratories Ltd. (Unani),Arq Nankha,Liquid,Arq Nankha,U-032-A-006
2492,Fresh Laboratories Ltd. (Unani),Arq Azib,Liquid,Arq Ajeeb,U-032-A-007
2493,Fresh Laboratories Ltd. (Unani),Majun Ardhe Khorma,Semi-Solid,Majoon Arad-e Khurma,U-032-A-008
2494,Fresh Laboratories Ltd. (Unani),Majun Suparipak,Semi-Solid,Majoon Suparipak,U-032-A-009
2495,Fresh Laboratories Ltd. (Unani),Habbe Sual,Tablet,Habb-e Sual,U-032-A-010
2496,Future (Unani),Sharbat Hazmina,Liquid,Sharbat Hazmina,U-310-A-011
2497,Future (Unani),Sharbat Vasac,Liquid,Sharbat Vasac,U-310-A-012
2498,Future (Unani),Sharbat Samarat,Liquid,Sharbat Samarat,U-310-A-013
2499,Future (Unani),F-Absovit,Liquid,Sharbat Seb,U-310-A-001
2500,Future (Unani),Fe-Ton,Liquid,Sharbat Gaozaban,U-310-A-002
2501,Future (Unani),Niswa,Liquid,Sharbat Niswan,U-310-A-003
2502,Future (Unani),F-Cof,Liquid,Sharbat Ejaz,U-310-A-004
2503,Future (Unani),Hormogol,Liquid,Sharbat Jinsin,U-310-A-005
2504,Future (Unani),Fe-Kuli,Liquid,Sharbat Buzuri,U-310-A-006
2505,Future (Unani),Futurevvit,Liquid,Sharbat Misali,U-310-A-007
2506,Future (Unani),Fesafi,Liquid,Sharbat Musaffi,U-310-A-008
2507,Future (Unani),Fuleav Dineer,Liquid,Sharbat Deenar,U-310-A-009
2508,Future (Unani),Cough One,Liquid,Sharbat Tulsi,U-310-A-010
2509,"G.H.P Laboratory Pvt. Ltd., (Unani)",Digecon,Liquid,Sharbat Hazmina,U-143-A-007
2510,"G.H.P Laboratory Pvt. Ltd., (Unani)",Ge-Safi,Liquid,Sharbat Musaffi,U-143-A-015
2511,"G.H.P Laboratory Pvt. Ltd., (Unani)",Leukouin Plus,Capsule,Qurs Sailan Jadeed,U-143-A-016
2512,"G.H.P Laboratory Pvt. Ltd., (Unani)",Vigorin Plus,Capsule,Habb-e Ambar Momiyaee,U-143-A-017
2513,"G.H.P Laboratory Pvt. Ltd., (Unani)",Paralysof,Capsule,Habb-e Azaraqi,U-143-A-018
2514,"G.H.P Laboratory Pvt. Ltd., (Unani)",Pilsaf,Capsule,Sufoof Bawaseer,U-143-A-019
2515,"G.H.P Laboratory Pvt. Ltd., (Unani)",Asmasaf,Capsule,Icchabhedi Ras,U-143-A-020
2516,"G.H.P Laboratory Pvt. Ltd., (Unani)",Gasgon,Capsule,Sufoof Glycin,U-143-A-021
2517,"G.H.P Laboratory Pvt. Ltd., (Unani)",GP-Ginseng,Capsule,Ginseng,U-143-A-022
2518,"G.H.P Laboratory Pvt. Ltd., (Unani)",Dibocap,Capsule,Jambolan / Syzygium,U-143-A-023
2519,"G.H.P Laboratory Pvt. Ltd., (Unani)",Rheumix,Capsule,Qurs Awja,U-143-A-024
2520,"G.H.P Laboratory Pvt. Ltd., (Unani)",Acidul,Tablet,Qurs Pudina,U-143-A-025
2521,"G.H.P Laboratory Pvt. Ltd., (Unani)",Gynocom,Tablet,Qurs Niswani,U-143-A-026
2522,"G.H.P Laboratory Pvt. Ltd., (Unani)",Skintab,Tablet,Habb-e Musaffi,U-143-A-027
2523,"G.H.P Laboratory Pvt. Ltd., (Unani)",Jointab,Tablet,Habb-e Suranjan,U-143-A-028
2524,"G.H.P Laboratory Pvt. Ltd., (Unani)",Sinustab,Tablet,Habb-e Ustukhudus,U-143-A-029
2525,"G.H.P Laboratory Pvt. Ltd., (Unani)",Stovit Gold,Tablet,Habb-e Hayateen Murakkab Jawahirdar,U-143-A-030
2526,"G.H.P Laboratory Pvt. Ltd., (Unani)",Hepaliv,Tablet,Sufoof Jigar,U-143-A-031
2527,"G.H.P Laboratory Pvt. Ltd., (Unani)",Stontab,Tablet,Sufoof Hajrul Yahood,U-143-A-032
2528,"G.H.P Laboratory Pvt. Ltd., (Unani)",Soyacal Vitamix,Powder,Soyacal Vitamix,U-143-A-033
2529,"G.H.P Laboratory Pvt. Ltd., (Unani)",Majoon Arad-e Khurma,Semi-Solid,Majoon Arad-e Khurma,U-143-A-034
2530,"G.H.P Laboratory Pvt. Ltd., (Unani)",Majoon Mughalliz,Semi-Solid,Majoon Mughalliz,U-143-A-035
2531,"G.H.P Laboratory Pvt. Ltd., (Unani)",Majoon Suparipak,Semi-Solid,Majoon Suparipak,U-143-A-036
2532,"G.H.P Laboratory Pvt. Ltd., (Unani)",Majoon Lana,Semi-Solid,Majoon Lana,U-143-A-037
2533,"G.H.P Laboratory Pvt. Ltd., (Unani)",GP Pain-X,Malam,Marham Ajeeb,U-43-A-040
2534,"G.H.P Laboratory Pvt. Ltd., (Unani)",GP Skin-X,Malam,Marham Kharish,U-132-A-039
2535,"G.H.P Laboratory Pvt. Ltd., (Unani)",GP Acne-X,Cream,Zimad Mahasa,U-143-A-041
2536,"G.H.P Laboratory Pvt. Ltd., (Unani)",GP Action-X,Semi-Solid,Tila Jadeed,U-143-A-042
2537,"G.H.P Laboratory Pvt. Ltd., (Unani)",GP Pile-X,Malam,Marham Jadeed,U-143-A-043
2538,"G.H.P Laboratory Pvt. Ltd., (Unani)",GP Amla-X,Oil (Liquid),Rowghan Bhangra / Bhringraj Oil,U-143-A-038
2539,"G.H.P Laboratory Pvt. Ltd., (Unani)",Ge-Coff,Liquid,Sharbat Sadar,U-143-A-001
2540,"G.H.P Laboratory Pvt. Ltd., (Unani)",GP-Pudina,Liquid,Arq Poodina,U-143-A-002
2541,"G.H.P Laboratory Pvt. Ltd., (Unani)",Alka-D,Liquid,Sharbat Buzuri,U-143-A-004
2542,"G.H.P Laboratory Pvt. Ltd., (Unani)",Gastonan,Liquid,Arq Nankha,U-143-A-005
2543,"G.H.P Laboratory Pvt. Ltd., (Unani)",Gevit-N,Liquid,Arq Gaozaban,U-143-A-003
2544,"G.H.P Laboratory Pvt. Ltd., (Unani)",Jaundil,Liquid,Sharbat Deenar,U-143-A-006
2545,"G.H.P Laboratory Pvt. Ltd., (Unani)",Femal-G,Liquid,Arq Dashmool,U-143-A-008
2546,"G.H.P Laboratory Pvt. Ltd., (Unani)",Himo-D,Liquid,Sharbat Faulad,U-143-A-009
2547,"G.H.P Laboratory Pvt. Ltd., (Unani)",Dybel,Liquid,Sharbat Belgiri,U-143-A-010
2548,"G.H.P Laboratory Pvt. Ltd., (Unani)",Vigosin,Liquid,Sharbat Jinsin,U-143-A-011
2549,"G.H.P Laboratory Pvt. Ltd., (Unani)",Leukovin,Liquid,Sharbat Niswan,U-143-A-012
2550,"G.H.P Laboratory Pvt. Ltd., (Unani)",Stovit,Liquid,Sharbat Seb,U-143-A-013
2551,"G.H.P Laboratory Pvt. Ltd., (Unani)",Lilacid,Liquid,Sufoof Humuzin,U-143-A-014
2552,G.M. Laboratories Ltd. (Unani),Glacton,Liquid,Arq Nankha,U-6-A-002
2553,G.M. Laboratories Ltd. (Unani),Gemodin,Liquid,Sharbat Faulad,U-6-A-004
2554,G.M. Laboratories Ltd. (Unani),Urifresh,Liquid,Sharbat Buzuri,U-6-A-001
2555,G.M. Laboratories Ltd. (Unani),Belsut,Liquid,Sharbat Belgiri,U-6-A-005
2556,G.M. Laboratories Ltd. (Unani),Gvitaextra,Liquid,Sharbat Misali,U-6-A-006
2557,G.M. Laboratories Ltd. (Unani),GmCorex,Liquid,Sharbat Ejaz,U-6-A-007
2558,G.M. Laboratories Ltd. (Unani),Niswazin,Liquid,Sharbat Niswan,U-6-A-008
2559,G.M. Laboratories Ltd. (Unani),Sharbat Deenar,Liquid,Sharbat Deenar,U-6-A-010
2560,G.M. Laboratories Ltd. (Unani),Sharbat Kirmin,Liquid,Sharbat Kirmin,U-6-A-011
2561,G.M. Laboratories Ltd. (Unani),Reform-G,Liquid,Sharbat Jinsin,U-6-A-012
2562,G.M. Laboratories Ltd. (Unani),Memovit,Liquid,Sharbat Dimaghi,U-6-A-013
2563,G.M. Laboratories Ltd. (Unani),Ulsaced,Capsule,Sufoof Humuzin,U-6-A-009
2564,G.M. Laboratories Ltd. (Unani),Gemoslim,Capsule,Qurs Muhazzil,U-6-A-014
2565,G.M. Laboratories Ltd. (Unani),Cap Fidget,Capsule,Habb-e Madar,U-6-A-015
2566,G.M. Laboratories Ltd. (Unani),Cap Function-G,Capsule,Habb-e Jalinoos,U-6-A-016
2567,G.M. Laboratories Ltd. (Unani),Cap Gm-Munish,Capsule,Habb-e Munish,U-6-A-017
2568,G.M. Laboratories Ltd. (Unani),Cap Decline,Capsule,Habb-e Suranjan,U-6-A-018
2569,G.M. Laboratories Ltd. (Unani),Cap Ulsezen,Capsule,Habb-e Mushahhi,U-6-A-019
2570,G.M. Laboratories Ltd. (Unani),Cap Nigazin,Capsule,Habb-e Nishat,U-6-A-020
2571,G.M. Laboratories Ltd. (Unani),Sharbat Atfal,Liquid,Sharbat Atfal,U-53-A-034
2572,G.M. Laboratories Ltd. (Unani),Sharbat Amla,Liquid,Sharbat Amla,U-53-A-035
2573,G.M. Laboratories Ltd. (Unani),Sharbat Tulsi,Liquid,Sharbat Tulsi,U-53-A-036
2574,G.M. Laboratories Ltd. (Unani),Sharbat Santara,Liquid,Sharbat Santara,U-53-A-038
2575,G.M. Laboratories Ltd. (Unani),Sharbat Seb,Liquid,Sharbat Seb,U-53-A-039
2576,G.M. Laboratories Ltd. (Unani),Sharbat Hazmina,Liquid,Sharbat Hazmina,U-53-A-040
2577,G.M. Laboratories Ltd. (Unani),Qurs Pechish,Tablet,Qurs Pechish,U-53-A-041
2578,G.M. Laboratories Ltd. (Unani),Qurs Mulayin,Tablet,Qurs Mulayin,U-53-A-042
2579,G.M. Laboratories Ltd. (Unani),Qurs Rehmin,Tablet,Qurs Rehmin,U-53-A-043
2580,G.M. Laboratories Ltd. (Unani),Habbe Azaraqi,Tablet,Habb-e Azaraqi,U-53-A-044
2581,G.M. Laboratories Ltd. (Unani),Habbe Bawaseer Badi,Tablet,Habb-e Bawaseer Badi,U-53-A-045
2582,G.M. Laboratories Ltd. (Unani),Habbe Shefa,Tablet,Habb-e Shefa,U-53-A-046
2583,G.M. Laboratories Ltd. (Unani),habbe Suzak,Tablet,Habb-e Suzak,U-53-A-047
2584,G.M. Laboratories Ltd. (Unani),Habbe Helteet,Tablet,Habb-e Helteet,U-53-A-048
2585,G.M. Laboratories Ltd. (Unani),Habbe Papita,Capsule,Habb-e Papita,U-53-A-049
2586,G.M. Laboratories Ltd. (Unani),Habe Musaffi,Capsule,Habb-e Musaffi,U-53-A-050
2587,G.M. Laboratories Ltd. (Unani),Marham Ajeeb,Malam,Marham Ajeeb,U-53-A-051
2588,G.M. Laboratories Ltd. (Unani),Marham Kharish,Malam,Marham Kharish,U-53-A-052
2589,Gaakaj Laboratories (Unani),Arq Dashamool,Liquid,Arq Dashmool,U-302-A-001
2590,Gaakaj Laboratories (Unani),Arq Hazim,Liquid,Arq Hazim,U-302-A-002
2591,Gaakaj Laboratories (Unani),Gakajin,Liquid,Sharbat Jinsin,U-302-A-003
2592,Gaakaj Laboratories (Unani),Dyred,Liquid,Sharbat Belgiri,U-302-A-004
2593,Gaakaj Laboratories (Unani),Nisasom,Liquid,Sharbat Nisa,U-302-A-005
2594,Gaakaj Laboratories (Unani),Citrona,Liquid,Sharbat Buzuri,U-302-A-006
2595,Gaakaj Laboratories (Unani),Revolin,Liquid,Sharbat Misali,U-302-A-007
2596,Gaakaj Laboratories (Unani),Atodas,Liquid,Sharbat Ejaz,U-302-A-008
2597,Gaakaj Laboratories (Unani),tila Mushki,Liquid,Tila Mushki,U-302-A-009
2598,Gaakaj Laboratories (Unani),Sharbat Dinar,Liquid,Sharbat Deenar,U-302-A-010
2599,Gaakaj Laboratories (Unani),Sunifa,Liquid,Sharbat Atfal,U-302-A-011
2600,Gaakaj Laboratories (Unani),Phalber,Capsule,Habb-e Munish,U-302-A-012
2601,Gaakaj Laboratories (Unani),Carides,Capsule,Qurs Espand,U-302-A-013
2602,Gaakaj Laboratories (Unani),Mellibit,Capsule,Qurs Ziabit,U-302-A-014
2603,Gaakaj Laboratories (Unani),Ginseng,Capsule,Ginseng,U-302-A-015
2604,Gaakaj Laboratories (Unani),Pirulin,Capsule,Spirulina,U-302-A-016
2605,Gaakaj Laboratories (Unani),Crosil,Capsule,Habb-e Nishat,U-302-A-017
2606,Gaakaj Laboratories (Unani),Aphrodis,Capsule,Habb-e Ambar Momiyaee,U-302-A-018
2607,Gaakaj Laboratories (Unani),Chiratacap,Capsule,Chirata,U-302-A-019
2608,Gaakaj Laboratories (Unani),Paijan,Capsule,Habb-e Suranjan,U-302-A-020
2609,Gaakaj Laboratories (Unani),Jiricap,Capsule,Habb-e Jiryan,U-302-A-021
2610,Gaakaj Laboratories (Unani),Safrose,Liquid,Sharbat Musaffi,U-302-A-022
2611,Gaakaj Laboratories (Unani),Sharbat Tulsi,Liquid,Sharbat Tulsi,U-302-A-023
2612,Gaakaj Laboratories (Unani),Vitaseb,Liquid,Sharbat Seb,U-302-A-024
2613,Gaakaj Laboratories (Unani),Virose,Liquid,Sharbat Mavez,U-302-A-025
2614,Gaakaj Laboratories (Unani),Elica,Liquid,Sharbat Amla,U-302-A-026
2615,Gaakaj Laboratories (Unani),Pailin,Capsule,Qurs Awja,U-302-A-027
2616,Gaakaj Laboratories (Unani),Fragmat,Capsule,Qurs Muqavvi Khas,U-302-A-028
2617,Gaakaj Laboratories (Unani),Lycin,Capsule,Sufoof Glycin,U-302-A-029
2618,Gaakaj Laboratories (Unani),Piloqil,Capsule,Habb-e Muqil,U-302-A-030
2619,Gaakaj Laboratories (Unani),Coshell,Capsule,Kushta Khare Mohra,U-302-A-031
2620,Gaakaj Laboratories (Unani),Habbe Hayateen Murakkab,Capsule,Habb-e Hayateen Murakkab Jawahirdar,U-302-A-032
2621,Gaakaj Laboratories (Unani),Coviten,Capsule,Habb-e Hayaeen Murakkab,U-302-A-033
2622,Gaakaj Laboratories (Unani),Sharbat Arzani,Liquid,Sharbat Arzani,U-302-A-034
2623,Gaakaj Laboratories (Unani),Sharbat Vasac,Liquid,Sharbat Vasac,U-302-A-035
2624,Gaakaj Laboratories (Unani),Sharbat Sadar,Liquid,Sharbat Sadar,U-302-A-036
2625,Gaakaj Laboratories (Unani),Sharbat Gaozaban,Liquid,Sharbat Gaozaban,U-302-A-037
2626,Gaakaj Laboratories (Unani),Sharbat Dimaghi,Liquid,Sharbat Dimaghi,U-302-A-038
2627,Gaakaj Laboratories (Unani),Sharbat Angoor,Liquid,Sharbat Angoor,U-302-A-039
2628,Gaakaj Laboratories (Unani),Arq Lahsun,Liquid,Arq Lahsun,U-302-A-040
2629,Gaakaj Laboratories (Unani),Kushta Sadaf,Capsule,Kushta Sadaf,U-302-A-041
2630,Gaakaj Laboratories (Unani),Majoon Mughalliz,Semi-Solid,Majoon Mughalliz,U-302-A-042
2631,Galaxy Laboratories (Unani),Galaxy Amloki Plus,Liquid,Sharbat Amla,U-177-A-012
2632,Galaxy Laboratories (Unani),Sharbat Muqavvi,Liquid,Sharbat Muqavvi,U-177-A-013
2633,Galaxy Laboratories (Unani),Sharbat Musaffi,Liquid,Sharbat Musaffi,U-177-A-014
2634,Galaxy Laboratories (Unani),Sharat Mavez,Liquid,Sharbat Mavez,U-177-A-015
2635,Galaxy Laboratories (Unani),Sharbat Dimaghi,Liquid,Sharbat Dimaghi,U-177-A-016
2636,Galaxy Laboratories (Unani),Sharbat Atfal,Liquid,Sharbat Atfal,U-177-A-017
