name_of_the_manufacturer,brand_name,dosages_description,generic_name_and_strength,dar,medicine_system,use_for
TOTAL HERBAL AND NUTRACEUTICALS,IBS Care,Capsule,Bifidobacterium Bulgaricus + Bifidobacterium Infantis + Bifidobacterium Lactis + Bifidobacterium Longum + Lactobabacillus Plantarum + Lactobacillus Acidophillus + Lactobacillus Paracasei + Streptococcus Thermphilus,023-078-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Urogut,Capsule,Saw Palmetto,023-022-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Lactobac,Capsule,Lactobacillus Acidophillus,023-021-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Promensil,Capsule,Red Clover,023-020-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Livamar,Capsule,Silymarin,023-019-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Carcumed,Capsule,Turmeric Powdered Extract,023-043-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Cranmax,Capsule,Cranberry Concentrate Powder,023-044-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Cranmax,Capsule,Cranberry Concentrate Powder,023-045-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Carnipure,Syrup,Cranberry Concentrate Powder,023-046-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Livolola,Tablet,L-ornithine-L-aspartate,023-047-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Heparich,Capsule,Artichoke Extract + L-ornithine-L-aspartate,023-048-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Lutexan,Capsule,Lutein (Powder) + Zeaxanthin,023-049-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Melat,Tablet,Melatonin,023-050-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Medident,Mouth Wash,Clove (Liquid),023-051-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Pycnocare,Capsule,Pine Bark Extracts,023-052-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Pycnocare,Capsule,Pine Bark Extracts,023-053-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Slimofit,Capsule,Chitosan,023-054-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Testomale,Tablet,Fenugreek Extract,023-055-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Thykelp,Tablet,Kelp Extrct (eq. to 150 Iodine),023-056-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Total Bee Pollen,Capsule,Bee Pollen,023-057-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Stonil,Capsule,Couch Grass Rhizome,023-058-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,UC-2,Capsule,Boswellia (Aflapin) + Chicken Collagen Type II,023-059-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),Neuriva 120 mg,Capsule,Ginkgo Biloba,035-022-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),Tussivas,Syrup,Adhatoda Vasica,035-024-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),GastroFree 500 mg,Tablet,Fermented Soy,035-019-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),Femisitol 500,Capsule,D Chiro Inositol (Carob),035-020-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),Ispahusk Regular,Powder,Ispaghula Husk,035-021-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),Turperin,Capsule,Piperine + Turmeric Powdered Extract,035-023-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),ProKult Powder,Powder,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,035-027-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),XeroSoft Aloe + E,Lotion,Aloe + d-Alpha Tocopherol (Vitamin E),035-028-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),Yover,Tablet,Yohimbine Hydrochloride,035-029-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),Pro-Kult,Capsule,Bifidobacterium bifidum + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,035-025-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),Psyllium/Ispaghula Husk,Powder,Ispaghula Husk + Senna,035-001-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),Milk Thistle,Capsule,Silymarin,035-002-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),Spirulina,Powder,Spirulina,035-003-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),Neuriva 60 mg,Capsule,Ginkgo Biloba,035-004-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),Urosafe 400 mg,Capsule,Cranberry Concentrate Powder,035-008-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),Flexirun 40 mg,Capsule,Undenatured Type II Collagen,035-009-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),FRG 500 mg,Capsule,Ginseng,035-011-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),Menoaid 40 mg,Capsule,Black Cohosh,035-012-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),Sweet'N Zero,Powder,Stevia Leave Powder,035-013-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),Prostera 160 mg,Capsule,Saw Palmetto,035-015-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),Uniderma Aloe Vera Gel,Gel,Aloevera,035-017-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),Evaoil 500 mg,Capsule,Evening Primrose Oil,035-018-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),Novotin 1000 mcg,Capsule,Biotin,035-005-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),Novotin 2500 mcg,Capsule,Biotin,035-006-94,Herbal,Not Specified
UNIMED UNIHEALTH PHARMACEUTICALS LTD. (HERBAL DIVISION),Novotin 5000 mcg,Capsule,Biotin,035-007-94,Herbal,Not Specified
UNITY PHARMACEUTICALS (HERBAL),Neuro-U,Capsule,Ginkgo,025-0001-94,Herbal,Not Specified
UNITY PHARMACEUTICALS (HERBAL),Desimen,Capsule,Ginseng,025-0002-94,Herbal,Not Specified
UNITY PHARMACEUTICALS (HERBAL),Mood Aid,Capsule,St. John's Wort,025-0003-94,Herbal,Not Specified
UNITY PHARMACEUTICALS (HERBAL),Spiron-U,Capsule,Spirulina,025-0004-94,Herbal,Not Specified
VERITAS PHARMACEUTICALS LTD.,Pirugold 500,Capsule,Spirulina,034-001-94,Herbal,Not Specified
VERITAS PHARMACEUTICALS LTD.,Improliv 140 mg,Capsule,Silymarin,034-002-94,Herbal,Not Specified
VERITAS PHARMACEUTICALS LTD.,Abolib 60 mg,Capsule,Ginkgo Biloba,034-003-94,Herbal,Not Specified
VERITAS PHARMACEUTICALS LTD.,Panaking 500 mg,Capsule,Panax Ginseng,034-004-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Spiru-Vita 500 mg,Capsule,Spirulina,006-0001-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Coryxia 500 mg,Capsule,Echinacea,006-0002-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Ventocap 500 mg,Capsule,IVY Leaf,006-0003-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Givicap,Capsule,Ginseng,006-0005-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),WeLax,Powder,Ispaghula Husk,006-0006-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Varina,Capsule,Valerian,006-0008-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Ura,Capsule,Pumpkin,006-0008-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Suiter,Tablet,Stevia Leave Powder,006-0009-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Merilix,Capsule,Silymarin,006-0011-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Calbun,Ointment,Marigold,006-0010-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Arnitol,Ointment,Arnica Flower,006-0012-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Hepatec,Tablet,Green Tea,006-0013-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Memo Plus,Capsule,Ginkgo,006-0014-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Sleper,Capsule,St. John's Wort,006-0015-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Livamilk,Capsule,Milk Thistle,006-0017-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Cloviol,Syrup,Clove (Liquid),006-0004-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Basik,Syrup,Adhatoda Vasica,006-0016-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Urotan,Capsule,Saw Palmetto,006-0018-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Probion,Capsule,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,006-0021-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Menstuval,Capsule,Dongque,006-0020-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Astonic,Capsule,Ashwagandha + Kosturi Lata,006-0019-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Endrogen,Capsule,Evening Primrose Oil,006-022-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Orgaton,Capsule,Bitter Melon (Korola),006-023-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Ohitab,Tablet,Yohimbine Hydrochloride,006-024-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Hypocol,Capsule,Garlic Oil,006-025-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Ginplex,Syrup,Ginseng,006-026-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),JP-500,Capsule,Aloevera,006-027-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Antidant,Capsule,Bee Pollen,006-028-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Vitica,Capsule,Biotin,006-006-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Clogzy,Capsule,Coenzyme Q-10,006-030-94,Herbal,Not Specified
WESTERN PHARMACEUTICALS (HERBAL),Cholezon,Capsule,Omega 3 Fish Oil,006-031-94,Herbal,Not Specified
